#,Date Time,Low Range (μS/cm) c:1 3,Temp (°C) c:3,Specific Conductance (μS/cm)
82,07/30/15 00:40:30,62.10,16.09,76.0
83,07/30/15 00:41:00,62.10,16.09,76.0
84,07/30/15 00:41:30,62.10,16.09,76.0
85,07/30/15 00:42:00,62.10,16.08,76.0
86,07/30/15 00:42:30,62.10,16.08,76.0
87,07/30/15 00:43:00,62.10,16.08,76.0
88,07/30/15 00:43:30,62.02,16.08,75.9
89,07/30/15 00:44:00,62.10,16.08,76.0
90,07/30/15 00:44:30,62.10,16.07,76.0
91,07/30/15 00:45:00,62.10,16.08,76.0
92,07/30/15 00:45:30,62.02,16.08,75.9
93,07/30/15 00:46:00,62.10,16.08,76.0
94,07/30/15 00:46:30,62.10,16.08,76.0
95,07/30/15 00:47:00,62.10,16.07,76.0
96,07/30/15 00:47:30,62.10,16.08,76.0
97,07/30/15 00:48:00,62.02,16.07,75.9
98,07/30/15 00:48:30,62.10,16.07,76.0
99,07/30/15 00:49:00,62.10,16.08,76.0
100,07/30/15 00:49:30,62.02,16.08,75.9
101,07/30/15 00:50:00,62.02,16.07,75.9
102,07/30/15 00:50:30,62.02,16.07,75.9
103,07/30/15 00:51:00,62.02,16.07,75.9
104,07/30/15 00:51:30,62.10,16.05,76.0
105,07/30/15 00:52:00,62.10,16.05,76.0
106,07/30/15 00:52:30,62.02,16.05,75.9
107,07/30/15 00:53:00,62.02,16.05,75.9
108,07/30/15 00:53:30,62.02,16.05,75.9
109,07/30/15 00:54:00,62.02,16.05,75.9
110,07/30/15 00:54:30,62.10,16.05,76.0
111,07/30/15 00:55:00,62.10,16.05,76.0
112,07/30/15 00:55:30,62.03,16.04,76.0
113,07/30/15 00:56:00,62.10,16.04,76.1
114,07/30/15 00:56:30,62.10,16.04,76.1
115,07/30/15 00:57:00,62.03,16.03,76.0
116,07/30/15 00:57:30,62.03,16.04,76.0
117,07/30/15 00:58:00,62.03,16.03,76.0
118,07/30/15 00:58:30,62.03,16.04,76.0
119,07/30/15 00:59:00,62.03,16.04,76.0
120,07/30/15 00:59:30,62.03,16.04,76.0
121,07/30/15 01:00:00,61.95,16.01,75.9
122,07/30/15 01:00:30,62.10,16.03,76.1
123,07/30/15 01:01:00,61.88,16.03,75.8
124,07/30/15 01:01:30,62.03,16.01,76.0
125,07/30/15 01:02:00,61.95,16.01,75.9
126,07/30/15 01:02:30,61.95,16.01,75.9
127,07/30/15 01:03:00,62.03,16.03,76.0
128,07/30/15 01:03:30,61.95,16.01,75.9
129,07/30/15 01:04:00,61.95,16.01,75.9
130,07/30/15 01:04:30,62.03,16.01,76.0
131,07/30/15 01:05:00,62.03,16.01,76.0
132,07/30/15 01:05:30,62.03,16.01,76.0
133,07/30/15 01:06:00,61.95,16.01,75.9
134,07/30/15 01:06:30,61.95,16.01,75.9
135,07/30/15 01:07:00,61.95,16.01,75.9
136,07/30/15 01:07:30,61.95,16.01,75.9
137,07/30/15 01:08:00,61.95,16.01,75.9
138,07/30/15 01:08:30,61.95,16.00,75.9
139,07/30/15 01:09:00,61.95,15.99,76.0
140,07/30/15 01:09:30,62.03,16.00,76.0
141,07/30/15 01:10:00,61.95,15.99,76.0
142,07/30/15 01:10:30,61.95,15.99,76.0
143,07/30/15 01:11:00,61.95,15.99,76.0
144,07/30/15 01:11:30,61.95,15.99,76.0
145,07/30/15 01:12:00,61.95,15.99,76.0
146,07/30/15 01:12:30,61.95,15.97,76.0
147,07/30/15 01:13:00,61.95,15.99,76.0
148,07/30/15 01:13:30,61.95,15.97,76.0
149,07/30/15 01:14:00,61.95,15.99,76.0
150,07/30/15 01:14:30,61.95,15.99,76.0
151,07/30/15 01:15:00,61.95,15.99,76.0
152,07/30/15 01:15:30,61.95,15.99,76.0
153,07/30/15 01:16:00,61.95,15.99,76.0
154,07/30/15 01:16:30,61.95,15.99,76.0
155,07/30/15 01:17:00,61.88,15.97,75.9
156,07/30/15 01:17:30,61.95,15.97,76.0
157,07/30/15 01:18:00,61.88,15.97,75.9
158,07/30/15 01:18:30,61.88,15.96,75.9
159,07/30/15 01:19:00,61.95,15.96,76.0
160,07/30/15 01:19:30,61.88,15.96,75.9
161,07/30/15 01:20:00,61.95,15.96,76.0
162,07/30/15 01:20:30,61.96,15.95,76.0
163,07/30/15 01:21:00,61.96,15.95,76.0
164,07/30/15 01:21:30,61.95,15.96,76.0
165,07/30/15 01:22:00,61.88,15.96,75.9
166,07/30/15 01:22:30,61.96,15.95,76.0
167,07/30/15 01:23:00,61.88,15.95,75.9
168,07/30/15 01:23:30,61.96,15.95,76.0
169,07/30/15 01:24:00,61.88,15.95,75.9
170,07/30/15 01:24:30,61.96,15.95,76.0
171,07/30/15 01:25:00,61.96,15.93,76.1
172,07/30/15 01:25:30,61.88,15.95,75.9
173,07/30/15 01:26:00,61.96,15.95,76.0
174,07/30/15 01:26:30,61.81,15.95,75.9
175,07/30/15 01:27:00,61.81,15.93,75.9
176,07/30/15 01:27:30,61.96,15.93,76.1
177,07/30/15 01:28:00,61.88,15.93,76.0
178,07/30/15 01:28:30,61.88,15.93,76.0
179,07/30/15 01:29:00,61.81,15.92,75.9
180,07/30/15 01:29:30,61.96,15.92,76.1
181,07/30/15 01:30:00,61.81,15.92,75.9
182,07/30/15 01:30:30,61.81,15.92,75.9
183,07/30/15 01:31:00,61.81,15.91,75.9
184,07/30/15 01:31:30,61.81,15.91,75.9
185,07/30/15 01:32:00,61.81,15.91,75.9
186,07/30/15 01:32:30,61.88,15.89,76.1
187,07/30/15 01:33:00,61.81,15.91,75.9
188,07/30/15 01:33:30,61.81,15.89,76.0
189,07/30/15 01:34:00,61.88,15.89,76.1
190,07/30/15 01:34:30,61.81,15.89,76.0
191,07/30/15 01:35:00,61.81,15.89,76.0
192,07/30/15 01:35:30,61.81,15.89,76.0
193,07/30/15 01:36:00,61.81,15.89,76.0
194,07/30/15 01:36:30,61.81,15.87,76.0
195,07/30/15 01:37:00,61.81,15.89,76.0
196,07/30/15 01:37:30,61.81,15.88,76.0
197,07/30/15 01:38:00,61.81,15.88,76.0
198,07/30/15 01:38:30,61.81,15.88,76.0
199,07/30/15 01:39:00,61.81,15.88,76.0
200,07/30/15 01:39:30,61.81,15.88,76.0
201,07/30/15 01:40:00,61.81,15.87,76.0
202,07/30/15 01:40:30,61.81,15.87,76.0
203,07/30/15 01:41:00,61.81,15.85,76.0
204,07/30/15 01:41:30,61.81,15.87,76.0
205,07/30/15 01:42:00,61.81,15.87,76.0
206,07/30/15 01:42:30,61.81,15.87,76.0
207,07/30/15 01:43:00,61.81,15.87,76.0
208,07/30/15 01:43:30,61.81,15.87,76.0
209,07/30/15 01:44:00,61.81,15.87,76.0
210,07/30/15 01:44:30,61.81,15.87,76.0
211,07/30/15 01:45:00,61.81,15.87,76.0
212,07/30/15 01:45:30,61.81,15.87,76.0
213,07/30/15 01:46:00,61.81,15.87,76.0
214,07/30/15 01:46:30,61.74,15.87,75.9
215,07/30/15 01:47:00,61.81,15.85,76.0
216,07/30/15 01:47:30,61.81,15.85,76.0
217,07/30/15 01:48:00,61.74,15.85,76.0
218,07/30/15 01:48:30,61.81,15.85,76.0
219,07/30/15 01:49:00,61.74,15.85,76.0
220,07/30/15 01:49:30,61.81,15.84,76.1
221,07/30/15 01:50:00,61.81,15.84,76.1
222,07/30/15 01:50:30,61.81,15.83,76.1
223,07/30/15 01:51:00,61.74,15.83,76.0
224,07/30/15 01:51:30,61.74,15.83,76.0
225,07/30/15 01:52:00,61.74,15.83,76.0
226,07/30/15 01:52:30,61.74,15.83,76.0
227,07/30/15 01:53:00,61.74,15.83,76.0
228,07/30/15 01:53:30,61.74,15.83,76.0
229,07/30/15 01:54:00,61.74,15.83,76.0
230,07/30/15 01:54:30,61.74,15.81,76.0
231,07/30/15 01:55:00,61.74,15.81,76.0
232,07/30/15 01:55:30,61.74,15.80,76.0
233,07/30/15 01:56:00,61.66,15.81,75.9
234,07/30/15 01:56:30,61.66,15.80,76.0
235,07/30/15 01:57:00,61.74,15.80,76.0
236,07/30/15 01:57:30,61.66,15.79,76.0
237,07/30/15 01:58:00,61.59,15.80,75.9
238,07/30/15 01:58:30,61.74,15.79,76.1
239,07/30/15 01:59:00,61.74,15.80,76.0
240,07/30/15 01:59:30,61.66,15.79,76.0
241,07/30/15 02:00:00,61.74,15.79,76.1
242,07/30/15 02:00:30,61.74,15.79,76.1
243,07/30/15 02:01:00,61.66,15.80,76.0
244,07/30/15 02:01:30,61.66,15.79,76.0
245,07/30/15 02:02:00,61.74,15.80,76.0
246,07/30/15 02:02:30,61.59,15.79,75.9
247,07/30/15 02:03:00,61.66,15.79,76.0
248,07/30/15 02:03:30,61.74,15.80,76.0
249,07/30/15 02:04:00,61.66,15.80,76.0
250,07/30/15 02:04:30,61.66,15.80,76.0
251,07/30/15 02:05:00,61.74,15.79,76.1
252,07/30/15 02:05:30,61.66,15.79,76.0
253,07/30/15 02:06:00,61.66,15.79,76.0
254,07/30/15 02:06:30,61.59,15.77,75.9
255,07/30/15 02:07:00,61.67,15.77,76.0
256,07/30/15 02:07:30,61.67,15.77,76.0
257,07/30/15 02:08:00,61.59,15.77,75.9
258,07/30/15 02:08:30,61.52,15.77,75.8
259,07/30/15 02:09:00,61.59,15.76,75.9
260,07/30/15 02:09:30,61.67,15.76,76.0
261,07/30/15 02:10:00,61.59,15.76,75.9
262,07/30/15 02:10:30,61.59,15.76,75.9
263,07/30/15 02:11:00,61.67,15.75,76.1
264,07/30/15 02:11:30,61.59,15.76,75.9
265,07/30/15 02:12:00,61.59,15.76,75.9
266,07/30/15 02:12:30,61.52,15.75,75.9
267,07/30/15 02:13:00,61.67,15.74,76.1
268,07/30/15 02:13:30,61.52,15.75,75.9
269,07/30/15 02:14:00,61.59,15.75,76.0
270,07/30/15 02:14:30,61.59,15.75,76.0
271,07/30/15 02:15:00,61.59,15.74,76.0
272,07/30/15 02:15:30,61.59,15.74,76.0
273,07/30/15 02:16:00,61.59,15.74,76.0
274,07/30/15 02:16:30,61.52,15.74,75.9
275,07/30/15 02:17:00,61.52,15.74,75.9
276,07/30/15 02:17:30,61.67,15.74,76.1
277,07/30/15 02:18:00,61.52,15.74,75.9
278,07/30/15 02:18:30,61.52,15.74,75.9
279,07/30/15 02:19:00,61.52,15.72,75.9
280,07/30/15 02:19:30,61.52,15.72,75.9
281,07/30/15 02:20:00,61.52,15.72,75.9
282,07/30/15 02:20:30,61.59,15.72,76.0
283,07/30/15 02:21:00,61.59,15.72,76.0
284,07/30/15 02:21:30,61.52,15.71,75.9
285,07/30/15 02:22:00,61.52,15.72,75.9
286,07/30/15 02:22:30,61.52,15.72,75.9
287,07/30/15 02:23:00,61.52,15.71,75.9
288,07/30/15 02:23:30,61.52,15.72,75.9
289,07/30/15 02:24:00,61.52,15.71,75.9
290,07/30/15 02:24:30,61.52,15.71,75.9
291,07/30/15 02:25:00,61.52,15.72,75.9
292,07/30/15 02:25:30,61.59,15.71,76.0
293,07/30/15 02:26:00,61.52,15.71,75.9
294,07/30/15 02:26:30,61.52,15.71,75.9
295,07/30/15 02:27:00,61.52,15.70,76.0
296,07/30/15 02:27:30,61.52,15.70,76.0
297,07/30/15 02:28:00,61.52,15.71,75.9
298,07/30/15 02:28:30,61.52,15.71,75.9
299,07/30/15 02:29:00,61.52,15.71,75.9
300,07/30/15 02:29:30,61.44,15.70,75.9
301,07/30/15 02:30:00,61.44,15.71,75.9
302,07/30/15 02:30:30,61.52,15.71,75.9
303,07/30/15 02:31:00,61.52,15.70,76.0
304,07/30/15 02:31:30,61.44,15.70,75.9
305,07/30/15 02:32:00,61.52,15.71,75.9
306,07/30/15 02:32:30,61.52,15.71,75.9
307,07/30/15 02:33:00,61.52,15.70,76.0
308,07/30/15 02:33:30,61.44,15.71,75.9
309,07/30/15 02:34:00,61.44,15.70,75.9
310,07/30/15 02:34:30,61.52,15.70,76.0
311,07/30/15 02:35:00,61.45,15.68,75.9
312,07/30/15 02:35:30,61.45,15.67,75.9
313,07/30/15 02:36:00,61.45,15.67,75.9
314,07/30/15 02:36:30,61.45,15.68,75.9
315,07/30/15 02:37:00,61.45,15.68,75.9
316,07/30/15 02:37:30,61.45,15.67,75.9
317,07/30/15 02:38:00,61.45,15.67,75.9
318,07/30/15 02:38:30,61.52,15.67,76.0
319,07/30/15 02:39:00,61.60,15.67,76.1
320,07/30/15 02:39:30,61.45,15.66,75.9
321,07/30/15 02:40:00,61.45,15.67,75.9
322,07/30/15 02:40:30,61.45,15.66,75.9
323,07/30/15 02:41:00,61.37,15.67,75.8
324,07/30/15 02:41:30,61.45,15.67,75.9
325,07/30/15 02:42:00,61.52,15.67,76.0
326,07/30/15 02:42:30,61.45,15.67,75.9
327,07/30/15 02:43:00,61.45,15.67,75.9
328,07/30/15 02:43:30,61.45,15.66,75.9
329,07/30/15 02:44:00,61.45,15.66,75.9
330,07/30/15 02:44:30,61.45,15.66,75.9
331,07/30/15 02:45:00,61.45,15.64,76.0
332,07/30/15 02:45:30,61.45,15.64,76.0
333,07/30/15 02:46:00,61.45,15.64,76.0
334,07/30/15 02:46:30,61.37,15.63,75.9
335,07/30/15 02:47:00,61.37,15.63,75.9
336,07/30/15 02:47:30,61.45,15.64,76.0
337,07/30/15 02:48:00,61.45,15.63,76.0
338,07/30/15 02:48:30,61.45,15.63,76.0
339,07/30/15 02:49:00,61.37,15.63,75.9
340,07/30/15 02:49:30,61.37,15.63,75.9
341,07/30/15 02:50:00,61.37,15.62,75.9
342,07/30/15 02:50:30,61.37,15.63,75.9
343,07/30/15 02:51:00,61.37,15.63,75.9
344,07/30/15 02:51:30,61.37,15.63,75.9
345,07/30/15 02:52:00,61.37,15.62,75.9
346,07/30/15 02:52:30,61.37,15.62,75.9
347,07/30/15 02:53:00,61.37,15.62,75.9
348,07/30/15 02:53:30,61.37,15.62,75.9
349,07/30/15 02:54:00,61.45,15.63,76.0
350,07/30/15 02:54:30,61.37,15.62,75.9
351,07/30/15 02:55:00,61.37,15.62,75.9
352,07/30/15 02:55:30,61.37,15.63,75.9
353,07/30/15 02:56:00,61.37,15.62,75.9
354,07/30/15 02:56:30,61.37,15.63,75.9
355,07/30/15 02:57:00,61.37,15.62,75.9
356,07/30/15 02:57:30,61.37,15.62,75.9
357,07/30/15 02:58:00,61.37,15.62,75.9
358,07/30/15 02:58:30,61.38,15.59,76.0
359,07/30/15 02:59:00,61.38,15.60,76.0
360,07/30/15 02:59:30,61.38,15.60,76.0
361,07/30/15 03:00:00,61.38,15.60,76.0
362,07/30/15 03:00:30,61.38,15.60,76.0
363,07/30/15 03:01:00,61.30,15.60,75.9
364,07/30/15 03:01:30,61.38,15.60,76.0
365,07/30/15 03:02:00,61.38,15.59,76.0
366,07/30/15 03:02:30,61.38,15.60,76.0
367,07/30/15 03:03:00,61.38,15.60,76.0
368,07/30/15 03:03:30,61.38,15.60,76.0
369,07/30/15 03:04:00,61.38,15.60,76.0
370,07/30/15 03:04:30,61.38,15.59,76.0
371,07/30/15 03:05:00,61.38,15.60,76.0
372,07/30/15 03:05:30,61.38,15.59,76.0
373,07/30/15 03:06:00,61.38,15.59,76.0
374,07/30/15 03:06:30,61.38,15.59,76.0
375,07/30/15 03:07:00,61.38,15.59,76.0
376,07/30/15 03:07:30,61.38,15.59,76.0
377,07/30/15 03:08:00,61.30,15.58,75.9
378,07/30/15 03:08:30,61.30,15.58,75.9
379,07/30/15 03:09:00,61.38,15.58,76.0
380,07/30/15 03:09:30,61.38,15.58,76.0
381,07/30/15 03:10:00,61.38,15.58,76.0
382,07/30/15 03:10:30,61.38,15.58,76.0
383,07/30/15 03:11:00,61.38,15.56,76.0
384,07/30/15 03:11:30,61.30,15.58,75.9
385,07/30/15 03:12:00,61.38,15.56,76.0
386,07/30/15 03:12:30,61.38,15.56,76.0
387,07/30/15 03:13:00,61.38,15.56,76.0
388,07/30/15 03:13:30,61.30,15.56,76.0
389,07/30/15 03:14:00,61.30,15.55,76.0
390,07/30/15 03:14:30,61.38,15.55,76.1
391,07/30/15 03:15:00,61.38,15.56,76.0
392,07/30/15 03:15:30,61.30,15.55,76.0
393,07/30/15 03:16:00,61.30,15.55,76.0
394,07/30/15 03:16:30,61.30,15.55,76.0
395,07/30/15 03:17:00,61.30,15.55,76.0
396,07/30/15 03:17:30,61.38,15.54,76.1
397,07/30/15 03:18:00,61.30,15.55,76.0
398,07/30/15 03:18:30,61.23,15.54,75.9
399,07/30/15 03:19:00,61.30,15.54,76.0
400,07/30/15 03:19:30,61.30,15.54,76.0
401,07/30/15 03:20:00,61.38,15.55,76.1
402,07/30/15 03:20:30,61.38,15.54,76.1
403,07/30/15 03:21:00,61.38,15.54,76.1
404,07/30/15 03:21:30,61.30,15.54,76.0
405,07/30/15 03:22:00,61.31,15.52,76.0
406,07/30/15 03:22:30,61.31,15.52,76.0
407,07/30/15 03:23:00,61.30,15.54,76.0
408,07/30/15 03:23:30,61.31,15.52,76.0
409,07/30/15 03:24:00,61.31,15.52,76.0
410,07/30/15 03:24:30,61.30,15.54,76.0
411,07/30/15 03:25:00,61.30,15.54,76.0
412,07/30/15 03:25:30,61.30,15.54,76.0
413,07/30/15 03:26:00,61.31,15.52,76.0
414,07/30/15 03:26:30,61.38,15.54,76.1
415,07/30/15 03:27:00,61.23,15.54,75.9
416,07/30/15 03:27:30,61.23,15.52,75.9
417,07/30/15 03:28:00,61.31,15.52,76.0
418,07/30/15 03:28:30,61.23,15.52,75.9
419,07/30/15 03:29:00,61.38,15.52,76.1
420,07/30/15 03:29:30,61.23,15.52,75.9
421,07/30/15 03:30:00,61.31,15.52,76.0
422,07/30/15 03:30:30,61.38,15.52,76.1
423,07/30/15 03:31:00,61.23,15.52,75.9
424,07/30/15 03:31:30,61.31,15.51,76.1
425,07/30/15 03:32:00,61.31,15.52,76.0
426,07/30/15 03:32:30,61.31,15.52,76.0
427,07/30/15 03:33:00,61.31,15.51,76.1
428,07/30/15 03:33:30,61.23,15.52,75.9
429,07/30/15 03:34:00,61.23,15.51,76.0
430,07/30/15 03:34:30,61.31,15.50,76.1
431,07/30/15 03:35:00,61.23,15.51,76.0
432,07/30/15 03:35:30,61.23,15.51,76.0
433,07/30/15 03:36:00,61.31,15.51,76.1
434,07/30/15 03:36:30,61.23,15.51,76.0
435,07/30/15 03:37:00,61.31,15.51,76.1
436,07/30/15 03:37:30,61.23,15.51,76.0
437,07/30/15 03:38:00,61.23,15.50,76.0
438,07/30/15 03:38:30,61.23,15.50,76.0
439,07/30/15 03:39:00,61.23,15.50,76.0
440,07/30/15 03:39:30,61.31,15.51,76.1
441,07/30/15 03:40:00,61.23,15.50,76.0
442,07/30/15 03:40:30,61.23,15.50,76.0
443,07/30/15 03:41:00,61.23,15.50,76.0
444,07/30/15 03:41:30,61.23,15.48,76.0
445,07/30/15 03:42:00,61.23,15.48,76.0
446,07/30/15 03:42:30,61.23,15.48,76.0
447,07/30/15 03:43:00,61.23,15.50,76.0
448,07/30/15 03:43:30,61.31,15.50,76.1
449,07/30/15 03:44:00,61.16,15.48,75.9
450,07/30/15 03:44:30,61.23,15.50,76.0
451,07/30/15 03:45:00,61.23,15.48,76.0
452,07/30/15 03:45:30,61.23,15.50,76.0
453,07/30/15 03:46:00,61.23,15.50,76.0
454,07/30/15 03:46:30,61.23,15.48,76.0
455,07/30/15 03:47:00,61.23,15.48,76.0
456,07/30/15 03:47:30,61.23,15.48,76.0
457,07/30/15 03:48:00,61.23,15.48,76.0
458,07/30/15 03:48:30,61.23,15.47,76.0
459,07/30/15 03:49:00,61.23,15.48,76.0
460,07/30/15 03:49:30,61.23,15.47,76.0
461,07/30/15 03:50:00,61.23,15.47,76.0
462,07/30/15 03:50:30,61.23,15.48,76.0
463,07/30/15 03:51:00,61.16,15.47,75.9
464,07/30/15 03:51:30,61.23,15.47,76.0
465,07/30/15 03:52:00,61.23,15.47,76.0
466,07/30/15 03:52:30,61.16,15.47,75.9
467,07/30/15 03:53:00,61.23,15.47,76.0
468,07/30/15 03:53:30,61.23,15.47,76.0
469,07/30/15 03:54:00,61.23,15.47,76.0
470,07/30/15 03:54:30,61.23,15.46,76.1
471,07/30/15 03:55:00,61.16,15.46,76.0
472,07/30/15 03:55:30,61.23,15.46,76.1
473,07/30/15 03:56:00,61.23,15.46,76.1
474,07/30/15 03:56:30,61.23,15.46,76.1
475,07/30/15 03:57:00,61.23,15.46,76.1
476,07/30/15 03:57:30,61.23,15.47,76.0
477,07/30/15 03:58:00,61.23,15.46,76.1
478,07/30/15 03:58:30,61.16,15.46,76.0
479,07/30/15 03:59:00,61.16,15.44,76.0
480,07/30/15 03:59:30,61.16,15.44,76.0
481,07/30/15 04:00:00,61.24,15.44,76.1
482,07/30/15 04:00:30,61.24,15.44,76.1
483,07/30/15 04:01:00,61.24,15.44,76.1
484,07/30/15 04:01:30,61.16,15.46,76.0
485,07/30/15 04:02:00,61.16,15.44,76.0
486,07/30/15 04:02:30,61.24,15.44,76.1
487,07/30/15 04:03:00,61.24,15.44,76.1
488,07/30/15 04:03:30,61.24,15.44,76.1
489,07/30/15 04:04:00,61.16,15.44,76.0
490,07/30/15 04:04:30,61.16,15.43,76.0
491,07/30/15 04:05:00,61.16,15.43,76.0
492,07/30/15 04:05:30,61.16,15.43,76.0
493,07/30/15 04:06:00,61.16,15.43,76.0
494,07/30/15 04:06:30,61.16,15.43,76.0
495,07/30/15 04:07:00,61.16,15.43,76.0
496,07/30/15 04:07:30,61.16,15.42,76.0
497,07/30/15 04:08:00,61.16,15.43,76.0
498,07/30/15 04:08:30,61.16,15.43,76.0
499,07/30/15 04:09:00,61.16,15.42,76.0
500,07/30/15 04:09:30,61.16,15.42,76.0
501,07/30/15 04:10:00,61.16,15.43,76.0
502,07/30/15 04:10:30,61.16,15.42,76.0
503,07/30/15 04:11:00,61.16,15.42,76.0
504,07/30/15 04:11:30,61.16,15.42,76.0
505,07/30/15 04:12:00,61.16,15.43,76.0
506,07/30/15 04:12:30,61.16,15.42,76.0
507,07/30/15 04:13:00,61.16,15.42,76.0
508,07/30/15 04:13:30,61.16,15.40,76.1
509,07/30/15 04:14:00,61.16,15.42,76.0
510,07/30/15 04:14:30,61.16,15.42,76.0
511,07/30/15 04:15:00,61.16,15.42,76.0
512,07/30/15 04:15:30,61.09,15.40,76.0
513,07/30/15 04:16:00,61.16,15.40,76.1
514,07/30/15 04:16:30,61.16,15.40,76.1
515,07/30/15 04:17:00,61.09,15.40,76.0
516,07/30/15 04:17:30,61.09,15.39,76.0
517,07/30/15 04:18:00,61.09,15.40,76.0
518,07/30/15 04:18:30,61.09,15.40,76.0
519,07/30/15 04:19:00,61.09,15.40,76.0
520,07/30/15 04:19:30,61.16,15.40,76.1
521,07/30/15 04:20:00,61.16,15.40,76.1
522,07/30/15 04:20:30,61.16,15.40,76.1
523,07/30/15 04:21:00,61.16,15.40,76.1
524,07/30/15 04:21:30,61.16,15.40,76.1
525,07/30/15 04:22:00,61.16,15.40,76.1
526,07/30/15 04:22:30,61.16,15.39,76.1
527,07/30/15 04:23:00,61.09,15.39,76.0
528,07/30/15 04:23:30,61.16,15.39,76.1
529,07/30/15 04:24:00,61.09,15.39,76.0
530,07/30/15 04:24:30,61.09,15.39,76.0
531,07/30/15 04:25:00,61.16,15.38,76.1
532,07/30/15 04:25:30,61.09,15.39,76.0
533,07/30/15 04:26:00,61.09,15.38,76.0
534,07/30/15 04:26:30,61.16,15.38,76.1
