#,Date Time,Low Range (μS/cm) c:1 3,Temp (°C) c:3,Specific Conductance (μS/cm)
1,07/30/15 00:00:00,62.22,16.28,75.8
2,07/30/15 00:00:30,62.15,16.27,75.7
3,07/30/15 00:01:00,62.22,16.28,75.8
4,07/30/15 00:01:30,62.22,16.27,75.8
5,07/30/15 00:02:00,62.22,16.27,75.8
6,07/30/15 00:02:30,62.15,16.27,75.7
7,07/30/15 00:03:00,62.07,16.27,75.6
8,07/30/15 00:03:30,62.22,16.27,75.8
9,07/30/15 00:04:00,62.07,16.27,75.6
10,07/30/15 00:04:30,62.22,16.25,75.8
11,07/30/15 00:05:00,62.15,16.25,75.7
12,07/30/15 00:05:30,62.08,16.25,75.6
13,07/30/15 00:06:00,62.08,16.25,75.6
14,07/30/15 00:06:30,62.08,16.25,75.6
15,07/30/15 00:07:00,62.08,16.25,75.6
16,07/30/15 00:07:30,62.08,16.25,75.6
17,07/30/15 00:08:00,62.22,16.25,75.8
18,07/30/15 00:08:30,62.08,16.24,75.7
19,07/30/15 00:09:00,62.08,16.24,75.7
20,07/30/15 00:09:30,62.08,16.24,75.7
21,07/30/15 00:10:00,62.08,16.24,75.7
22,07/30/15 00:10:30,62.15,16.23,75.8
23,07/30/15 00:11:00,62.15,16.23,75.8
24,07/30/15 00:11:30,62.08,16.24,75.7
25,07/30/15 00:12:00,62.08,16.23,75.7
26,07/30/15 00:12:30,62.08,16.23,75.7
27,07/30/15 00:13:00,62.01,16.23,75.6
28,07/30/15 00:13:30,62.08,16.21,75.7
29,07/30/15 00:14:00,62.08,16.21,75.7
30,07/30/15 00:14:30,62.01,16.21,75.6
31,07/30/15 00:15:00,62.01,16.21,75.6
32,07/30/15 00:15:30,62.01,16.20,75.6
33,07/30/15 00:16:00,62.08,16.21,75.7
34,07/30/15 00:16:30,62.01,16.20,75.6
35,07/30/15 00:17:00,62.01,16.20,75.6
36,07/30/15 00:17:30,62.01,16.20,75.6
37,07/30/15 00:18:00,62.08,16.20,75.7
38,07/30/15 00:18:30,62.01,16.17,75.7
39,07/30/15 00:19:00,62.01,16.19,75.7
40,07/30/15 00:19:30,62.01,16.19,75.7
41,07/30/15 00:20:00,62.01,16.19,75.7
42,07/30/15 00:20:30,62.01,16.17,75.7
43,07/30/15 00:21:00,62.01,16.19,75.7
44,07/30/15 00:21:30,62.01,16.19,75.7
45,07/30/15 00:22:00,62.01,16.17,75.7
46,07/30/15 00:22:30,62.01,16.17,75.7
47,07/30/15 00:23:00,61.94,16.16,75.6
48,07/30/15 00:23:30,62.01,16.17,75.7
49,07/30/15 00:24:00,62.01,16.16,75.7
50,07/30/15 00:24:30,62.01,16.15,75.7
51,07/30/15 00:25:00,62.01,16.15,75.7
52,07/30/15 00:25:30,62.01,16.15,75.7
53,07/30/15 00:26:00,61.94,16.15,75.7
54,07/30/15 00:26:30,61.94,16.14,75.7
55,07/30/15 00:27:00,62.01,16.15,75.7
56,07/30/15 00:27:30,62.01,16.14,75.8
57,07/30/15 00:28:00,61.94,16.14,75.7
58,07/30/15 00:28:30,61.94,16.14,75.7
59,07/30/15 00:29:00,61.87,16.12,75.6
60,07/30/15 00:29:30,61.94,16.12,75.7
61,07/30/15 00:30:00,62.01,16.12,75.8
62,07/30/15 00:30:30,62.01,16.12,75.8
63,07/30/15 00:31:00,61.94,16.12,75.7
64,07/30/15 00:31:30,61.94,16.12,75.7
65,07/30/15 00:32:00,61.94,16.12,75.7
66,07/30/15 00:32:30,61.94,16.11,75.7
67,07/30/15 00:33:00,61.94,16.11,75.7
68,07/30/15 00:33:30,61.94,16.11,75.7
69,07/30/15 00:34:00,61.94,16.11,75.7
70,07/30/15 00:34:30,61.94,16.11,75.7
71,07/30/15 00:35:00,61.87,16.11,75.6
72,07/30/15 00:35:30,61.87,16.10,75.7
73,07/30/15 00:36:00,61.94,16.10,75.7
74,07/30/15 00:36:30,61.94,16.08,75.8
75,07/30/15 00:37:00,61.87,16.10,75.7
76,07/30/15 00:37:30,61.80,16.10,75.6
77,07/30/15 00:38:00,61.87,16.08,75.7
78,07/30/15 00:38:30,61.87,16.08,75.7
79,07/30/15 00:39:00,61.87,16.08,75.7
80,07/30/15 00:39:30,61.87,16.08,75.7
81,07/30/15 00:40:00,61.87,16.08,75.7
82,07/30/15 00:40:30,61.80,16.07,75.6
83,07/30/15 00:41:00,61.80,16.07,75.6
84,07/30/15 00:41:30,61.80,16.07,75.6
85,07/30/15 00:42:00,61.95,16.07,75.8
86,07/30/15 00:42:30,61.87,16.07,75.7
87,07/30/15 00:43:00,61.87,16.07,75.7
88,07/30/15 00:43:30,61.80,16.07,75.6
89,07/30/15 00:44:00,61.80,16.07,75.6
90,07/30/15 00:44:30,61.80,16.06,75.7
91,07/30/15 00:45:00,61.80,16.06,75.7
92,07/30/15 00:45:30,61.80,16.06,75.7
93,07/30/15 00:46:00,61.80,16.06,75.7
94,07/30/15 00:46:30,61.80,16.06,75.7
95,07/30/15 00:47:00,61.73,16.06,75.6
96,07/30/15 00:47:30,61.81,16.04,75.7
97,07/30/15 00:48:00,61.81,16.04,75.7
98,07/30/15 00:48:30,61.81,16.04,75.7
99,07/30/15 00:49:00,61.81,16.04,75.7
100,07/30/15 00:49:30,61.81,16.04,75.7
101,07/30/15 00:50:00,61.81,16.03,75.7
102,07/30/15 00:50:30,61.81,16.04,75.7
103,07/30/15 00:51:00,61.81,16.03,75.7
104,07/30/15 00:51:30,61.74,16.03,75.6
105,07/30/15 00:52:00,61.74,16.03,75.6
106,07/30/15 00:52:30,61.81,16.03,75.7
107,07/30/15 00:53:00,61.81,16.03,75.7
108,07/30/15 00:53:30,61.74,16.03,75.6
109,07/30/15 00:54:00,61.81,16.02,75.7
110,07/30/15 00:54:30,61.81,16.02,75.7
111,07/30/15 00:55:00,61.81,16.02,75.7
112,07/30/15 00:55:30,61.81,16.02,75.7
113,07/30/15 00:56:00,61.81,16.02,75.7
114,07/30/15 00:56:30,61.74,16.00,75.7
115,07/30/15 00:57:00,61.74,16.00,75.7
116,07/30/15 00:57:30,61.81,16.02,75.7
117,07/30/15 00:58:00,61.74,16.02,75.6
118,07/30/15 00:58:30,61.74,16.00,75.7
119,07/30/15 00:59:00,61.74,16.00,75.7
120,07/30/15 00:59:30,61.74,16.00,75.7
121,07/30/15 01:00:00,61.74,16.00,75.7
122,07/30/15 01:00:30,61.74,16.00,75.7
123,07/30/15 01:01:00,61.74,16.00,75.7
124,07/30/15 01:01:30,61.74,16.00,75.7
125,07/30/15 01:02:00,61.74,16.00,75.7
126,07/30/15 01:02:30,61.74,16.00,75.7
127,07/30/15 01:03:00,61.74,15.99,75.7
128,07/30/15 01:03:30,61.74,16.00,75.7
129,07/30/15 01:04:00,61.74,16.00,75.7
130,07/30/15 01:04:30,61.74,16.00,75.7
131,07/30/15 01:05:00,61.67,16.00,75.6
132,07/30/15 01:05:30,61.74,15.99,75.7
133,07/30/15 01:06:00,61.74,15.99,75.7
134,07/30/15 01:06:30,61.74,15.99,75.7
135,07/30/15 01:07:00,61.74,15.99,75.7
136,07/30/15 01:07:30,61.74,15.99,75.7
137,07/30/15 01:08:00,61.74,15.99,75.7
138,07/30/15 01:08:30,61.67,15.99,75.6
139,07/30/15 01:09:00,61.74,15.99,75.7
140,07/30/15 01:09:30,61.74,15.99,75.7
141,07/30/15 01:10:00,61.67,15.99,75.6
142,07/30/15 01:10:30,61.67,15.99,75.6
143,07/30/15 01:11:00,61.74,15.99,75.7
144,07/30/15 01:11:30,61.74,15.99,75.7
145,07/30/15 01:12:00,61.67,15.98,75.6
146,07/30/15 01:12:30,61.74,15.99,75.7
147,07/30/15 01:13:00,61.67,15.98,75.6
148,07/30/15 01:13:30,61.74,15.98,75.7
149,07/30/15 01:14:00,61.67,15.98,75.6
150,07/30/15 01:14:30,61.67,15.98,75.6
151,07/30/15 01:15:00,61.67,15.96,75.7
152,07/30/15 01:15:30,61.74,15.98,75.7
153,07/30/15 01:16:00,61.74,15.98,75.7
154,07/30/15 01:16:30,61.74,15.96,75.8
155,07/30/15 01:17:00,61.67,15.96,75.7
156,07/30/15 01:17:30,61.67,15.95,75.7
157,07/30/15 01:18:00,61.67,15.96,75.7
158,07/30/15 01:18:30,61.74,15.96,75.8
159,07/30/15 01:19:00,61.67,15.96,75.7
160,07/30/15 01:19:30,61.74,15.96,75.8
161,07/30/15 01:20:00,61.74,15.95,75.8
162,07/30/15 01:20:30,61.74,15.96,75.8
163,07/30/15 01:21:00,61.74,15.96,75.8
164,07/30/15 01:21:30,61.67,15.95,75.7
165,07/30/15 01:22:00,61.67,15.95,75.7
166,07/30/15 01:22:30,61.67,15.95,75.7
167,07/30/15 01:23:00,61.67,15.95,75.7
168,07/30/15 01:23:30,61.67,15.94,75.7
169,07/30/15 01:24:00,61.60,15.94,75.6
170,07/30/15 01:24:30,61.67,15.94,75.7
171,07/30/15 01:25:00,61.67,15.94,75.7
172,07/30/15 01:25:30,61.67,15.94,75.7
173,07/30/15 01:26:00,61.67,15.94,75.7
174,07/30/15 01:26:30,61.60,15.92,75.7
175,07/30/15 01:27:00,61.67,15.92,75.7
176,07/30/15 01:27:30,61.67,15.92,75.7
177,07/30/15 01:28:00,61.60,15.92,75.7
178,07/30/15 01:28:30,61.60,15.92,75.7
179,07/30/15 01:29:00,61.67,15.92,75.7
180,07/30/15 01:29:30,61.67,15.92,75.7
181,07/30/15 01:30:00,61.60,15.92,75.7
182,07/30/15 01:30:30,61.67,15.92,75.7
183,07/30/15 01:31:00,61.60,15.92,75.7
184,07/30/15 01:31:30,61.60,15.91,75.7
185,07/30/15 01:32:00,61.60,15.91,75.7
186,07/30/15 01:32:30,61.60,15.91,75.7
187,07/30/15 01:33:00,61.60,15.91,75.7
188,07/30/15 01:33:30,61.60,15.91,75.7
189,07/30/15 01:34:00,61.53,15.91,75.6
190,07/30/15 01:34:30,61.60,15.91,75.7
191,07/30/15 01:35:00,61.60,15.91,75.7
192,07/30/15 01:35:30,61.60,15.91,75.7
193,07/30/15 01:36:00,61.60,15.91,75.7
194,07/30/15 01:36:30,61.53,15.90,75.6
195,07/30/15 01:37:00,61.60,15.90,75.7
196,07/30/15 01:37:30,61.60,15.90,75.7
197,07/30/15 01:38:00,61.53,15.90,75.6
198,07/30/15 01:38:30,61.60,15.90,75.7
199,07/30/15 01:39:00,61.53,15.90,75.6
200,07/30/15 01:39:30,61.53,15.90,75.6
201,07/30/15 01:40:00,61.60,15.90,75.7
202,07/30/15 01:40:30,61.53,15.89,75.6
203,07/30/15 01:41:00,61.60,15.89,75.7
204,07/30/15 01:41:30,61.60,15.89,75.7
205,07/30/15 01:42:00,61.60,15.89,75.7
206,07/30/15 01:42:30,61.53,15.89,75.6
207,07/30/15 01:43:00,61.60,15.89,75.7
208,07/30/15 01:43:30,61.53,15.89,75.6
209,07/30/15 01:44:00,61.53,15.89,75.6
210,07/30/15 01:44:30,61.53,15.89,75.6
211,07/30/15 01:45:00,61.67,15.89,75.8
212,07/30/15 01:45:30,61.53,15.87,75.7
213,07/30/15 01:46:00,61.60,15.89,75.7
214,07/30/15 01:46:30,61.53,15.87,75.7
215,07/30/15 01:47:00,61.53,15.87,75.7
216,07/30/15 01:47:30,61.53,15.87,75.7
217,07/30/15 01:48:00,61.60,15.87,75.8
218,07/30/15 01:48:30,61.60,15.87,75.8
219,07/30/15 01:49:00,61.53,15.87,75.7
220,07/30/15 01:49:30,61.53,15.87,75.7
221,07/30/15 01:50:00,61.53,15.87,75.7
222,07/30/15 01:50:30,61.53,15.87,75.7
223,07/30/15 01:51:00,61.60,15.86,75.8
224,07/30/15 01:51:30,61.53,15.86,75.7
225,07/30/15 01:52:00,61.53,15.86,75.7
226,07/30/15 01:52:30,61.53,15.86,75.7
227,07/30/15 01:53:00,61.53,15.86,75.7
228,07/30/15 01:53:30,61.53,15.85,75.7
229,07/30/15 01:54:00,61.53,15.85,75.7
230,07/30/15 01:54:30,61.53,15.85,75.7
231,07/30/15 01:55:00,61.53,15.85,75.7
232,07/30/15 01:55:30,61.46,15.85,75.6
233,07/30/15 01:56:00,61.53,15.85,75.7
234,07/30/15 01:56:30,61.53,15.83,75.7
235,07/30/15 01:57:00,61.46,15.83,75.7
236,07/30/15 01:57:30,61.46,15.83,75.7
237,07/30/15 01:58:00,61.53,15.83,75.7
238,07/30/15 01:58:30,61.46,15.83,75.7
239,07/30/15 01:59:00,61.53,15.83,75.7
240,07/30/15 01:59:30,61.53,15.83,75.7
241,07/30/15 02:00:00,61.46,15.82,75.7
242,07/30/15 02:00:30,61.46,15.82,75.7
243,07/30/15 02:01:00,61.46,15.82,75.7
244,07/30/15 02:01:30,61.46,15.82,75.7
245,07/30/15 02:02:00,61.47,15.81,75.7
246,07/30/15 02:02:30,61.47,15.81,75.7
247,07/30/15 02:03:00,61.47,15.81,75.7
248,07/30/15 02:03:30,61.47,15.81,75.7
249,07/30/15 02:04:00,61.47,15.81,75.7
250,07/30/15 02:04:30,61.47,15.81,75.7
251,07/30/15 02:05:00,61.47,15.79,75.7
252,07/30/15 02:05:30,61.47,15.79,75.7
253,07/30/15 02:06:00,61.47,15.81,75.7
254,07/30/15 02:06:30,61.47,15.81,75.7
255,07/30/15 02:07:00,61.54,15.78,75.8
256,07/30/15 02:07:30,61.47,15.81,75.7
257,07/30/15 02:08:00,61.47,15.79,75.7
258,07/30/15 02:08:30,61.47,15.79,75.7
259,07/30/15 02:09:00,61.47,15.79,75.7
260,07/30/15 02:09:30,61.47,15.79,75.7
261,07/30/15 02:10:00,61.47,15.79,75.7
262,07/30/15 02:10:30,61.40,15.79,75.6
263,07/30/15 02:11:00,61.40,15.77,75.7
264,07/30/15 02:11:30,61.47,15.78,75.8
265,07/30/15 02:12:00,61.40,15.78,75.7
266,07/30/15 02:12:30,61.40,15.78,75.7
267,07/30/15 02:13:00,61.40,15.78,75.7
268,07/30/15 02:13:30,61.40,15.77,75.7
269,07/30/15 02:14:00,61.40,15.77,75.7
270,07/30/15 02:14:30,61.40,15.77,75.7
271,07/30/15 02:15:00,61.40,15.77,75.7
272,07/30/15 02:15:30,61.47,15.75,75.8
273,07/30/15 02:16:00,61.47,15.75,75.8
274,07/30/15 02:16:30,61.40,15.75,75.7
275,07/30/15 02:17:00,61.33,15.74,75.7
276,07/30/15 02:17:30,61.40,15.75,75.7
277,07/30/15 02:18:00,61.40,15.75,75.7
278,07/30/15 02:18:30,61.40,15.75,75.7
279,07/30/15 02:19:00,61.40,15.74,75.7
280,07/30/15 02:19:30,61.40,15.74,75.7
281,07/30/15 02:20:00,61.40,15.74,75.7
282,07/30/15 02:20:30,61.40,15.74,75.7
283,07/30/15 02:21:00,61.40,15.74,75.7
284,07/30/15 02:21:30,61.40,15.73,75.8
285,07/30/15 02:22:00,61.40,15.74,75.7
286,07/30/15 02:22:30,61.40,15.74,75.7
287,07/30/15 02:23:00,61.33,15.74,75.7
288,07/30/15 02:23:30,61.40,15.73,75.8
289,07/30/15 02:24:00,61.40,15.74,75.7
290,07/30/15 02:24:30,61.33,15.74,75.7
291,07/30/15 02:25:00,61.40,15.74,75.7
292,07/30/15 02:25:30,61.40,15.74,75.7
293,07/30/15 02:26:00,61.40,15.73,75.8
294,07/30/15 02:26:30,61.33,15.73,75.7
295,07/30/15 02:27:00,61.40,15.73,75.8
296,07/30/15 02:27:30,61.33,15.73,75.7
297,07/30/15 02:28:00,61.33,15.74,75.7
298,07/30/15 02:28:30,61.40,15.74,75.7
299,07/30/15 02:29:00,61.33,15.73,75.7
300,07/30/15 02:29:30,61.33,15.73,75.7
301,07/30/15 02:30:00,61.33,15.73,75.7
302,07/30/15 02:30:30,61.33,15.71,75.7
303,07/30/15 02:31:00,61.33,15.71,75.7
304,07/30/15 02:31:30,61.33,15.73,75.7
305,07/30/15 02:32:00,61.33,15.73,75.7
306,07/30/15 02:32:30,61.33,15.71,75.7
307,07/30/15 02:33:00,61.33,15.71,75.7
308,07/30/15 02:33:30,61.33,15.71,75.7
309,07/30/15 02:34:00,61.33,15.71,75.7
310,07/30/15 02:34:30,61.26,15.71,75.6
311,07/30/15 02:35:00,61.33,15.71,75.7
312,07/30/15 02:35:30,61.33,15.69,75.7
313,07/30/15 02:36:00,61.26,15.70,75.6
314,07/30/15 02:36:30,61.33,15.71,75.7
315,07/30/15 02:37:00,61.26,15.69,75.7
316,07/30/15 02:37:30,61.33,15.69,75.7
317,07/30/15 02:38:00,61.26,15.69,75.7
318,07/30/15 02:38:30,61.33,15.69,75.7
319,07/30/15 02:39:00,61.26,15.69,75.7
320,07/30/15 02:39:30,61.26,15.68,75.7
321,07/30/15 02:40:00,61.26,15.69,75.7
322,07/30/15 02:40:30,61.26,15.68,75.7
323,07/30/15 02:41:00,61.26,15.68,75.7
324,07/30/15 02:41:30,61.33,15.69,75.7
325,07/30/15 02:42:00,61.33,15.68,75.8
326,07/30/15 02:42:30,61.33,15.68,75.8
327,07/30/15 02:43:00,61.26,15.68,75.7
328,07/30/15 02:43:30,61.33,15.68,75.8
329,07/30/15 02:44:00,61.19,15.66,75.6
330,07/30/15 02:44:30,61.26,15.66,75.7
331,07/30/15 02:45:00,61.26,15.66,75.7
332,07/30/15 02:45:30,61.26,15.66,75.7
333,07/30/15 02:46:00,61.26,15.66,75.7
334,07/30/15 02:46:30,61.26,15.66,75.7
335,07/30/15 02:47:00,61.19,15.65,75.7
336,07/30/15 02:47:30,61.26,15.66,75.7
337,07/30/15 02:48:00,61.26,15.66,75.7
338,07/30/15 02:48:30,61.26,15.65,75.7
339,07/30/15 02:49:00,61.19,15.65,75.7
340,07/30/15 02:49:30,61.26,15.65,75.7
341,07/30/15 02:50:00,61.26,15.65,75.7
342,07/30/15 02:50:30,61.26,15.65,75.7
343,07/30/15 02:51:00,61.26,15.65,75.7
344,07/30/15 02:51:30,61.26,15.65,75.7
345,07/30/15 02:52:00,61.26,15.65,75.7
346,07/30/15 02:52:30,61.26,15.65,75.7
347,07/30/15 02:53:00,61.26,15.65,75.7
348,07/30/15 02:53:30,61.26,15.65,75.7
349,07/30/15 02:54:00,61.26,15.64,75.8
350,07/30/15 02:54:30,61.26,15.64,75.8
351,07/30/15 02:55:00,61.26,15.64,75.8
352,07/30/15 02:55:30,61.26,15.64,75.8
353,07/30/15 02:56:00,61.26,15.64,75.8
354,07/30/15 02:56:30,61.19,15.64,75.7
355,07/30/15 02:57:00,61.26,15.64,75.8
356,07/30/15 02:57:30,61.26,15.64,75.8
357,07/30/15 02:58:00,61.19,15.65,75.7
358,07/30/15 02:58:30,61.19,15.62,75.7
359,07/30/15 02:59:00,61.12,15.62,75.6
360,07/30/15 02:59:30,61.26,15.64,75.8
361,07/30/15 03:00:00,61.19,15.62,75.7
362,07/30/15 03:00:30,61.19,15.62,75.7
363,07/30/15 03:01:00,61.19,15.62,75.7
364,07/30/15 03:01:30,61.12,15.62,75.6
365,07/30/15 03:02:00,61.19,15.62,75.7
366,07/30/15 03:02:30,61.26,15.62,75.8
367,07/30/15 03:03:00,61.19,15.62,75.7
368,07/30/15 03:03:30,61.19,15.62,75.7
369,07/30/15 03:04:00,61.26,15.62,75.8
370,07/30/15 03:04:30,61.19,15.61,75.7
371,07/30/15 03:05:00,61.26,15.62,75.8
372,07/30/15 03:05:30,61.19,15.62,75.7
373,07/30/15 03:06:00,61.19,15.62,75.7
374,07/30/15 03:06:30,61.19,15.61,75.7
375,07/30/15 03:07:00,61.19,15.61,75.7
376,07/30/15 03:07:30,61.19,15.61,75.7
377,07/30/15 03:08:00,61.19,15.61,75.7
378,07/30/15 03:08:30,61.20,15.60,75.7
379,07/30/15 03:09:00,61.19,15.61,75.7
380,07/30/15 03:09:30,61.12,15.60,75.7
381,07/30/15 03:10:00,61.19,15.61,75.7
382,07/30/15 03:10:30,61.20,15.60,75.7
383,07/30/15 03:11:00,61.12,15.60,75.7
384,07/30/15 03:11:30,61.12,15.60,75.7
385,07/30/15 03:12:00,61.12,15.60,75.7
386,07/30/15 03:12:30,61.20,15.60,75.7
387,07/30/15 03:13:00,61.20,15.60,75.7
388,07/30/15 03:13:30,61.12,15.60,75.7
389,07/30/15 03:14:00,61.12,15.60,75.7
390,07/30/15 03:14:30,61.12,15.58,75.7
391,07/30/15 03:15:00,61.12,15.58,75.7
392,07/30/15 03:15:30,61.20,15.57,75.8
393,07/30/15 03:16:00,61.13,15.57,75.7
394,07/30/15 03:16:30,61.12,15.58,75.7
395,07/30/15 03:17:00,61.13,15.57,75.7
396,07/30/15 03:17:30,61.13,15.57,75.7
397,07/30/15 03:18:00,61.13,15.56,75.7
398,07/30/15 03:18:30,61.13,15.56,75.7
399,07/30/15 03:19:00,61.13,15.57,75.7
400,07/30/15 03:19:30,61.13,15.57,75.7
401,07/30/15 03:20:00,61.13,15.57,75.7
402,07/30/15 03:20:30,61.13,15.57,75.7
403,07/30/15 03:21:00,61.13,15.56,75.7
404,07/30/15 03:21:30,61.13,15.54,75.8
405,07/30/15 03:22:00,61.13,15.54,75.8
406,07/30/15 03:22:30,61.13,15.56,75.7
407,07/30/15 03:23:00,61.20,15.56,75.8
408,07/30/15 03:23:30,61.13,15.56,75.7
409,07/30/15 03:24:00,61.13,15.56,75.7
410,07/30/15 03:24:30,61.13,15.56,75.7
411,07/30/15 03:25:00,61.06,15.54,75.7
412,07/30/15 03:25:30,61.13,15.54,75.8
413,07/30/15 03:26:00,61.13,15.54,75.8
414,07/30/15 03:26:30,61.13,15.54,75.8
415,07/30/15 03:27:00,61.13,15.54,75.8
416,07/30/15 03:27:30,61.13,15.54,75.8
417,07/30/15 03:28:00,61.06,15.54,75.7
418,07/30/15 03:28:30,61.13,15.56,75.7
419,07/30/15 03:29:00,61.13,15.54,75.8
420,07/30/15 03:29:30,61.13,15.54,75.8
421,07/30/15 03:30:00,61.06,15.53,75.7
422,07/30/15 03:30:30,61.06,15.53,75.7
423,07/30/15 03:31:00,61.13,15.53,75.8
424,07/30/15 03:31:30,61.06,15.53,75.7
425,07/30/15 03:32:00,61.06,15.53,75.7
426,07/30/15 03:32:30,61.13,15.53,75.8
427,07/30/15 03:33:00,61.13,15.53,75.8
428,07/30/15 03:33:30,61.06,15.52,75.7
429,07/30/15 03:34:00,61.13,15.53,75.8
430,07/30/15 03:34:30,61.13,15.53,75.8
431,07/30/15 03:35:00,61.13,15.53,75.8
432,07/30/15 03:35:30,61.06,15.52,75.7
433,07/30/15 03:36:00,61.06,15.52,75.7
434,07/30/15 03:36:30,61.13,15.52,75.8
435,07/30/15 03:37:00,61.13,15.52,75.8
436,07/30/15 03:37:30,61.06,15.52,75.7
437,07/30/15 03:38:00,61.06,15.52,75.7
438,07/30/15 03:38:30,61.06,15.50,75.8
439,07/30/15 03:39:00,61.06,15.50,75.8
440,07/30/15 03:39:30,61.13,15.50,75.9
441,07/30/15 03:40:00,61.06,15.50,75.8
442,07/30/15 03:40:30,61.06,15.50,75.8
443,07/30/15 03:41:00,61.06,15.50,75.8
444,07/30/15 03:41:30,61.06,15.50,75.8
445,07/30/15 03:42:00,61.06,15.49,75.8
446,07/30/15 03:42:30,61.06,15.49,75.8
447,07/30/15 03:43:00,61.06,15.49,75.8
448,07/30/15 03:43:30,61.06,15.49,75.8
449,07/30/15 03:44:00,61.06,15.50,75.8
450,07/30/15 03:44:30,61.06,15.50,75.8
451,07/30/15 03:45:00,61.06,15.50,75.8
452,07/30/15 03:45:30,60.99,15.50,75.7
453,07/30/15 03:46:00,61.06,15.49,75.8
454,07/30/15 03:46:30,61.06,15.49,75.8
455,07/30/15 03:47:00,61.06,15.49,75.8
456,07/30/15 03:47:30,61.06,15.49,75.8
457,07/30/15 03:48:00,60.99,15.49,75.7
458,07/30/15 03:48:30,61.06,15.49,75.8
459,07/30/15 03:49:00,61.13,15.49,75.9
460,07/30/15 03:49:30,61.06,15.48,75.8
461,07/30/15 03:50:00,61.06,15.48,75.8
462,07/30/15 03:50:30,61.06,15.49,75.8
463,07/30/15 03:51:00,60.99,15.48,75.7
464,07/30/15 03:51:30,61.06,15.48,75.8
465,07/30/15 03:52:00,61.06,15.48,75.8
466,07/30/15 03:52:30,60.99,15.48,75.7
467,07/30/15 03:53:00,60.99,15.48,75.7
468,07/30/15 03:53:30,60.99,15.48,75.7
469,07/30/15 03:54:00,61.06,15.48,75.8
470,07/30/15 03:54:30,60.99,15.48,75.7
471,07/30/15 03:55:00,60.99,15.48,75.7
472,07/30/15 03:55:30,61.06,15.48,75.8
473,07/30/15 03:56:00,60.99,15.46,75.8
474,07/30/15 03:56:30,61.06,15.46,75.8
475,07/30/15 03:57:00,60.99,15.46,75.8
476,07/30/15 03:57:30,61.06,15.46,75.8
477,07/30/15 03:58:00,60.99,15.46,75.8
478,07/30/15 03:58:30,60.99,15.46,75.8
479,07/30/15 03:59:00,60.92,15.46,75.7
480,07/30/15 03:59:30,60.99,15.46,75.8
481,07/30/15 04:00:00,60.92,15.46,75.7
482,07/30/15 04:00:30,60.92,15.46,75.7
483,07/30/15 04:01:00,60.99,15.45,75.8
484,07/30/15 04:01:30,60.99,15.46,75.8
485,07/30/15 04:02:00,60.99,15.46,75.8
486,07/30/15 04:02:30,61.06,15.45,75.9
487,07/30/15 04:03:00,60.99,15.45,75.8
488,07/30/15 04:03:30,61.06,15.45,75.9
489,07/30/15 04:04:00,60.99,15.45,75.8
490,07/30/15 04:04:30,60.99,15.46,75.8
491,07/30/15 04:05:00,60.99,15.46,75.8
492,07/30/15 04:05:30,60.92,15.45,75.7
493,07/30/15 04:06:00,60.99,15.45,75.8
494,07/30/15 04:06:30,61.06,15.45,75.9
495,07/30/15 04:07:00,60.99,15.45,75.8
496,07/30/15 04:07:30,60.99,15.45,75.8
497,07/30/15 04:08:00,60.99,15.44,75.8
498,07/30/15 04:08:30,60.99,15.44,75.8
499,07/30/15 04:09:00,60.99,15.44,75.8
500,07/30/15 04:09:30,60.99,15.44,75.8
501,07/30/15 04:10:00,60.99,15.45,75.8
502,07/30/15 04:10:30,60.99,15.45,75.8
503,07/30/15 04:11:00,60.99,15.44,75.8
504,07/30/15 04:11:30,60.99,15.44,75.8
505,07/30/15 04:12:00,60.92,15.43,75.7
506,07/30/15 04:12:30,60.92,15.43,75.7
507,07/30/15 04:13:00,60.99,15.43,75.8
508,07/30/15 04:13:30,60.92,15.44,75.7
509,07/30/15 04:14:00,60.92,15.44,75.7
510,07/30/15 04:14:30,60.99,15.43,75.8
511,07/30/15 04:15:00,60.99,15.44,75.8
512,07/30/15 04:15:30,60.99,15.43,75.8
513,07/30/15 04:16:00,60.99,15.43,75.8
514,07/30/15 04:16:30,60.99,15.43,75.8
515,07/30/15 04:17:00,60.92,15.43,75.7
516,07/30/15 04:17:30,60.92,15.43,75.7
517,07/30/15 04:18:00,60.92,15.43,75.7
518,07/30/15 04:18:30,60.99,15.43,75.8
519,07/30/15 04:19:00,60.99,15.43,75.8
520,07/30/15 04:19:30,60.92,15.41,75.8
521,07/30/15 04:20:00,60.85,15.43,75.6
522,07/30/15 04:20:30,60.99,15.43,75.8
523,07/30/15 04:21:00,60.92,15.43,75.7
524,07/30/15 04:21:30,60.92,15.43,75.7
525,07/30/15 04:22:00,60.92,15.43,75.7
526,07/30/15 04:22:30,60.92,15.43,75.7
527,07/30/15 04:23:00,60.99,15.43,75.8
528,07/30/15 04:23:30,60.92,15.43,75.7
529,07/30/15 04:24:00,60.92,15.41,75.8
530,07/30/15 04:24:30,60.92,15.41,75.8
531,07/30/15 04:25:00,60.85,15.41,75.7
532,07/30/15 04:25:30,60.92,15.41,75.8
533,07/30/15 04:26:00,60.99,15.41,75.8
534,07/30/15 04:26:30,60.92,15.41,75.8
535,07/30/15 04:27:00,60.78,15.40,75.6
536,07/30/15 04:27:30,60.92,15.40,75.8
